ID RA Dec SN Vhel Vhel_err CaT_EW CaT_EW_err Mg_EW Mg_EW_err GoodstarProb MembershipProb MembershipProb_em MembershipProb_ep Member
Leo4_1134 173.38825 -0.5465833 4.55 -25.1 7.7 2.58 0.42 0.53 0.23 0.997 0.0 0.0 0.0 -1
Leo4_1142 173.3934583 -0.5562778 6.73 107.4 6.6 4.71 0.58 0.1 0.16 0.998 0.001 0.001 0.002 -1
Leo4_1030 173.4017083 -0.6453889 5.57 -7.8 11.0 5.42 0.69 0.07 0.17 0.993 nan nan nan -1
Leo4_1026 173.4063333 -0.6000278 5.07 -53.2 49.0 5.05 0.66 0.28 0.19 0.826 nan nan nan -1
Leo4_1209 173.41025 -0.6798889 7.8 218.7 811.5 0.18 0.14 0.38 0.12 0.838 nan nan nan -1
Leo4_1172 173.4141667 -0.554 40.5 -52.7 1.1 4.68 0.2 0.51 0.03 0.999 0.0 0.0 0.0 -1
Leo4_1185 173.4157083 -0.6173889 14.03 265.1 3.4 4.62 0.23 0.35 0.07 0.999 0.0 0.0 0.0 -1
Leo4_1194 173.4235833 -0.6293056 12.9 -792.6 7.4 0.15 0.04 0.18 0.08 0.676 nan nan nan -1
Leo4_1191 173.4295417 -0.5964167 25.68 75.8 1.5 4.79 0.32 0.27 0.04 0.999 0.0 0.0 0.0 -1
Leo4_1202 173.4408333 -0.5964167 9.39 419.8 3.8 3.73 0.44 0.37 0.11 0.999 0.0 0.0 0.0 -1
Leo4_1210 173.4452917 -0.6227222 12.02 -1.6 2.9 3.5 0.57 0.4 0.09 0.999 0.0 0.0 0.0 -1
Leo4_1214 173.4653333 -0.5557778 26.83 1.4 1.5 5.48 0.27 0.56 0.04 0.999 0.0 0.0 0.0 -1
Leo4_1216 173.4658333 -0.4731944 13.64 43.0 2.9 3.46 1.02 -0.06 0.08 0.993 0.0 0.0 0.0 -1
Leo5_1112 172.6369583 2.2275556 7.75 15.3 5.7 2.82 0.41 0.07 0.14 0.999 0.0 0.0 0.0 -1
Leo5_1135 172.6546667 2.3645556 9.06 90.5 8.6 4.33 0.34 0.73 0.12 0.988 0.0 0.0 0.0 -1
Leo5_1025 172.663125 2.2522778 5.91 -104.3 483.0 0.83 0.24 0.66 0.18 0.86 nan nan nan -1
Leo5_1121 172.6644583 2.3311111 6.8 365.9 6.3 4.87 0.5 0.45 0.16 0.999 0.0 0.0 0.0 -1
Leo5_1029 172.6649167 2.4057778 12.73 231.1 3.7 0.69 0.36 -0.08 0.09 1.0 0.0 0.0 0.0 -1
Leo5_1024 172.666875 2.2138889 14.02 239.7 3.5 0.25 0.41 0.23 0.07 0.892 0.0 0.0 0.0 -1
Leo5_1163 172.6740833 2.42525 14.27 47.4 3.0 2.18 0.5 0.11 0.08 1.0 0.0 0.0 0.0 -1
Leo5_1089 172.6805 2.2418056 9.25 76.6 4.2 3.95 0.49 0.31 0.12 1.0 0.0 0.0 0.0 -1
Leo5_1114 172.7009583 2.3468056 29.78 208.7 1.6 6.36 0.28 0.6 0.04 1.0 0.0 0.0 0.0 -1
Leo5_1170 172.7105417 2.4544722 10.49 -13.5 3.5 5.47 0.4 0.93 0.1 0.998 0.0 0.0 0.0 -1
Leo5_1021 172.7115417 2.1823889 2.12 362.8 12.5 2.62 0.51 -1.28 0.5 0.984 nan nan nan -1
Leo5_1068 172.7144583 2.2337222 77.6 69.4 0.8 6.87 0.11 0.81 0.01 0.999 0.0 0.0 0.0 -1
Leo5_1092 172.7184583 2.1288611 155.31 -11.2 0.7 5.79 0.06 0.67 0.01 0.999 0.0 0.0 0.0 -1
Leo5_1144 172.722875 2.4135556 4.54 -74.8 8.5 5.04 0.83 0.33 0.22 0.987 0.0 0.0 0.0 -1
Leo5_1062 172.7255417 2.1888056 9.89 177.8 4.5 3.07 1.37 -0.03 0.11 0.999 0.592 0.275 0.197 1
Leo5_1069 172.7385833 2.1625556 13.77 177.1 2.7 2.64 0.45 0.04 0.08 0.999 0.719 0.299 0.163 1
Leo5_1051 172.7394167 2.2251389 8.29 200.4 13.4 3.84 0.52 -0.25 0.13 0.945 nan nan nan 1
Leo5_1073 172.742375 2.2831111 7.59 65.2 5.3 4.6 0.59 -0.26 0.16 0.999 0.0 0.0 0.0 -1
Leo5_1013 172.74425 2.2074167 4.1 216.8 14.4 4.64 0.85 0.1 0.25 0.961 nan nan nan -1
Leo5_1048 172.74825 2.1985 4.66 -128.2 9.2 1.07 0.22 0.24 0.21 0.968 0.0 0.0 0.0 -1
Leo5_1028 172.749125 2.4182222 26.97 -778.0 875.5 7.16 0.96 0.02 0.04 0.154 nan nan nan -1
Leo5_1045 172.75 2.2357222 27.55 116.0 1.8 4.77 0.29 0.33 0.04 1.0 0.0 0.0 0.0 -1
Leo5_1052 172.7515 2.25575 9.77 195.8 5.2 2.93 1.46 0.23 0.11 0.999 0.006 0.005 0.039 -1
Leo5_1046 172.7569167 2.1903056 59.39 173.6 0.9 3.89 0.26 0.11 0.02 0.992 0.999 0.005 0.001 1
Leo5_1047 172.7595833 2.18625 6.03 87.3 5.0 3.71 0.76 0.12 0.19 0.954 0.0 0.0 0.0 -1
Leo5_1012 172.7620417 2.2472222 2.08 363.5 26.1 1.61 0.55 -1.59 0.6 0.929 nan nan nan -1
Leo5_1172 172.76225 2.4748611 10.91 -122.0 4.5 2.72 0.68 0.42 0.1 0.951 0.0 0.0 0.0 -1
Leo5_1023 172.7622917 2.3144444 23.33 236.6 15.0 0.09 0.06 0.13 0.04 0.836 nan nan nan -1
Leo5_1102 172.762875 2.34525 56.21 133.7 1.0 6.16 0.15 0.62 0.02 0.99 0.0 0.0 0.0 -1
Leo5_1095 172.7652917 2.3405556 54.62 -13.2 0.9 5.8 0.18 0.54 0.02 1.0 0.0 0.0 0.0 -1
Leo5_1158 172.7672917 2.449 7.62 176.5 4.7 5.17 0.54 0.0 0.15 0.974 0.005 0.004 0.008 -1
Leo5_1041 172.7677083 2.2155 6.21 59.0 6.1 3.63 0.54 -0.29 0.19 0.998 0.0 0.0 0.0 -1
Leo5_1011 172.7691667 2.2218333 6.26 145.8 10.8 6.81 0.45 nan nan 0.977 nan nan nan -1
Leo5_1058 172.7753333 2.2805278 1.18 276.9 8.8 17.65 13.03 0.77 0.8 0.98 nan nan nan -1
Leo5_1043 172.7757083 2.2545556 33.12 170.1 1.3 3.89 0.39 0.07 0.03 0.992 0.97 0.084 0.021 1
Leo5_1010 172.7775833 2.2163611 3.4 206.3 11.3 4.68 0.53 0.33 0.27 0.96 nan nan nan -1
Leo5_1049 172.7776667 2.2665833 8.64 44.7 4.3 4.31 0.5 0.44 0.13 1.0 0.0 0.0 0.0 -1
Leo5_1161 172.77775 2.4531667 6.25 46.0 5.6 6.04 0.6 -0.07 0.19 0.993 0.0 0.0 0.0 -1
Leo5_1036 172.7785 2.2107778 5.85 187.6 6.7 2.65 1.01 0.38 0.19 0.998 0.954 0.077 0.028 1
Leo5_1040 172.7797917 2.2050278 28.93 59.2 1.6 5.51 0.28 0.44 0.04 0.999 0.0 0.0 0.0 -1
Leo5_1032 172.7879583 2.2184444 5.87 173.4 5.3 3.16 0.85 -0.28 0.19 0.998 0.995 0.006 0.003 1
Leo5_1056 172.7891667 2.2813333 13.44 22.5 2.6 6.16 0.44 0.59 0.08 1.0 0.0 0.0 0.0 -1
Leo5_1055 172.789625 2.1646667 164.81 22.0 0.7 6.77 0.06 0.92 0.01 0.999 0.0 0.0 0.0 -1
Leo5_1108 172.7899167 2.3624167 43.23 57.7 1.0 4.95 0.19 0.34 0.03 0.999 0.0 0.0 0.0 -1
Leo5_1033 172.7902917 2.2154444 26.67 242.6 2.9 2.81 0.38 0.05 0.04 0.999 0.0 0.0 0.0 -1
Leo5_1038 172.794125 2.2359722 52.69 179.4 1.0 4.87 0.2 0.3 0.02 1.0 0.998 0.056 0.001 1
Leo5_1111 172.7965417 2.3722778 24.44 33.5 1.6 4.67 0.28 0.27 0.04 0.988 0.0 0.0 0.0 -1
Leo5_1061 172.798625 2.1519167 14.92 272.9 4.8 2.52 0.68 0.25 0.07 0.999 0.0 0.0 0.0 -1
Leo5_1034 172.8002083 2.2165556 49.92 171.8 0.9 2.53 0.13 0.02 0.02 0.999 1.0 0.0 0.0 1
Leo5_1107 172.8016667 2.3613056 0.54 -310.9 621.8 6.41 2.5 -5.83 7.13 0.482 nan nan nan -1
Leo5_1098 172.8035417 2.3432222 0.4 -4.4 191.6 10.53 3.93 nan nan 0.959 nan nan nan -1
Leo5_1074 172.8045833 2.3053333 7.83 169.4 5.0 2.7 0.6 -0.07 0.14 0.998 0.153 0.092 0.15 -1
Leo5_1037 172.805 2.2143333 28.92 172.7 1.6 2.85 0.22 0.15 0.04 0.995 1.0 0.0 0.0 1
Leo5_1082 172.8060417 2.1248333 9.88 213.6 5.1 5.72 0.79 0.94 0.1 0.997 0.0 0.0 0.0 -1
Leo5_1153 172.8087917 2.4434444 12.96 169.7 3.2 6.14 0.6 0.15 0.09 0.999 0.0 0.0 0.001 -1
Leo5_1026 172.8120417 2.4053611 3.13 509.9 93.0 0.79 0.74 -1.04 0.28 0.894 nan nan nan -1
Leo5_1014 172.817625 2.25875 4.56 176.7 13.8 7.67 0.83 0.19 0.21 0.806 nan nan nan 1
Leo5_1042 172.8183333 2.2056389 7.28 -39.5 5.6 6.1 0.59 1.08 0.13 0.958 0.0 0.0 0.0 -1
Leo5_1110 172.819625 2.3650278 5.76 141.6 9.0 4.15 0.48 0.34 0.19 0.995 0.0 0.0 0.0 -1
Leo5_1044 172.826625 2.2006667 7.08 -34.1 5.1 5.02 0.56 0.5 0.14 0.998 0.0 0.0 0.0 -1
Leo5_1050 172.826875 2.1883889 7.08 129.9 5.7 4.21 0.48 0.0 0.16 0.998 0.0 0.0 0.0 -1
Leo5_1031 172.832875 2.49825 4.03 -2.1 9.8 2.95 1.07 -0.04 0.27 0.996 0.0 0.0 0.0 -1
Leo5_1115 172.8339167 2.3686111 64.5 281.9 1.0 4.13 0.23 0.57 0.02 0.999 0.0 0.0 0.0 -1
Leo5_1079 172.834 2.3050556 11.16 102.4 4.2 3.46 1.28 0.25 0.1 0.999 0.0 0.0 0.0 -1
Leo5_1127 172.83575 2.3933889 13.1 230.6 3.0 4.95 0.41 0.48 0.08 0.999 0.0 0.0 0.0 -1
Leo5_1059 172.8367083 2.1759722 9.87 -4.0 3.8 4.06 0.88 0.3 0.11 0.999 0.0 0.0 0.0 -1
Leo5_1015 172.8397917 2.2015833 2.31 483.1 4.3 0.86 11.73 2.68 1.21 0.967 nan nan nan -1
Leo5_1162 172.8402917 2.4495278 10.29 -10.6 3.9 4.13 0.57 0.39 0.1 0.996 0.0 0.0 0.0 -1
Leo5_1147 172.8409583 2.4191389 19.69 224.9 2.3 7.59 0.35 0.7 0.05 0.959 0.0 0.0 0.0 -1
Leo5_1070 172.8416667 2.1625278 5.28 -787.2 119.4 0.59 0.18 0.26 0.2 0.647 nan nan nan -1
Leo5_1016 172.8428333 2.2475 5.8 -671.4 10.2 7.38 0.32 -0.12 0.18 0.93 nan nan nan -1
Leo5_1018 172.8440833 2.2693333 5.4 259.6 7.3 4.91 0.82 0.0 0.18 0.996 0.0 0.0 0.0 -1
Leo5_1054 172.84475 2.2204722 10.15 -717.5 7.6 4.94 1.24 0.18 0.1 0.805 nan nan nan -1
Leo5_1093 172.846625 2.3246667 29.68 29.8 1.3 5.5 0.32 0.45 0.04 0.999 0.0 0.0 0.0 -1
Leo5_1177 172.8490833 2.4882222 5.43 -7.0 6.7 3.59 0.74 0.67 0.19 0.994 0.0 0.0 0.0 -1
Leo5_1057 172.8500833 2.2345278 16.66 -62.9 2.5 3.2 0.35 0.07 0.06 0.999 0.0 0.0 0.0 -1
Leo5_1083 172.8505417 2.2959722 6.57 -27.1 5.7 2.85 0.27 0.48 0.15 0.935 0.0 0.0 0.0 -1
Leo5_1060 172.85375 2.2107778 24.25 43.3 1.5 3.71 0.36 0.21 0.05 0.979 0.0 0.0 0.0 -1
Leo5_1091 172.8547083 2.1240833 5.33 -676.1 12.3 7.96 0.19 0.34 0.18 0.894 nan nan nan -1
Leo5_1017 172.85525 2.233 5.65 215.0 35.5 3.91 0.81 0.12 0.16 0.914 nan nan nan -1
Leo5_1100 172.8561667 2.3268056 12.02 134.5 3.2 1.02 0.27 -0.27 0.09 0.999 0.0 0.0 0.0 -1
Leo5_1072 172.86025 2.1840556 25.4 -104.8 1.8 3.75 0.27 0.21 0.04 0.999 0.0 0.0 0.0 -1
Leo5_1066 172.8621667 2.2415556 13.92 380.6 2.8 5.0 0.86 0.15 0.07 0.969 0.0 0.0 0.0 -1
Leo5_1131 172.8626667 2.4005833 78.11 23.5 0.8 3.43 0.12 0.17 0.01 0.985 0.0 0.0 0.0 -1
Leo5_1086 172.86425 2.1426667 11.74 175.0 3.7 5.07 0.46 -0.0 0.1 0.98 0.136 0.087 0.149 -1
Leo5_1064 172.8645417 2.2231389 8.88 165.2 5.2 3.9 0.28 0.32 0.12 0.998 0.092 0.072 0.152 -1
Leo5_1067 172.8654583 2.2274167 11.28 -707.0 8.0 5.07 6.3 0.57 0.08 0.823 nan nan nan -1
Leo5_1076 172.86725 2.1800833 0.4 296.5 31.0 23.51 13.96 -22.21 8.4 0.941 nan nan nan -1
Leo5_1174 172.87025 2.4668611 41.75 267.8 1.3 5.34 0.15 0.31 0.02 0.985 0.0 0.0 0.0 -1
Leo5_1129 172.8826667 2.3865278 7.64 188.6 7.0 5.49 0.64 -0.15 0.14 0.995 0.0 0.0 0.0 -1
Leo5_1101 172.8845417 2.1358333 14.21 149.4 2.8 3.84 0.76 -0.14 0.08 0.999 0.0 0.0 0.0 -1
Leo5_1109 172.89975 2.3129722 168.12 26.6 0.7 6.45 0.06 0.6 0.01 0.999 0.0 0.0 0.0 -1
Leo5_1136 172.9060417 2.3803889 14.65 86.9 2.7 3.22 0.66 -0.05 0.08 0.999 0.0 0.0 0.0 -1
Leo5_1181 172.9106667 2.4831111 3.84 -88.8 67.4 4.04 1.09 0.88 0.26 0.936 nan nan nan -1
Leo5_1099 172.913125 2.2040556 29.1 3.1 1.5 2.15 0.33 0.12 0.04 0.978 0.0 0.0 0.0 -1
Leo5_1104 172.9172917 2.1833889 5.8 101.6 8.8 3.27 0.78 0.09 0.18 0.996 0.0 0.0 0.0 -1
Leo5_1148 172.9259167 2.3783333 8.4 309.7 4.9 2.56 0.68 -0.01 0.12 0.996 0.0 0.0 0.0 -1
Leo5_1176 172.9330833 2.44875 9.95 -78.4 4.4 3.18 1.44 0.85 0.1 0.999 0.0 0.0 0.0 -1
Leo5_1113 172.9353333 2.2717222 154.26 16.2 0.7 6.85 0.06 0.91 0.01 0.999 0.0 0.0 0.0 -1
Leo5_1124 172.9450833 2.2980278 9.59 149.1 4.2 1.3 0.17 0.02 0.11 0.999 0.0 0.0 0.0 -1
Leo5_1116 172.9475833 2.2601667 5.85 345.7 6.0 4.37 0.7 0.01 0.17 0.998 0.0 0.0 0.0 -1
Leo5_1132 172.9498333 2.3326667 22.06 61.0 2.0 5.13 0.37 0.34 0.05 0.999 0.0 0.0 0.0 -1
Leo5_1126 172.9577917 2.2833056 39.97 -56.3 1.2 7.02 0.2 0.71 0.02 0.99 0.0 0.0 0.0 -1
Leo5_1027 172.9661667 2.3138333 6.14 -370.4 304.4 0.49 0.18 0.01 0.16 0.648 nan nan nan -1
Leo5_1152 172.9802917 2.3268889 9.33 50.9 4.4 2.15 0.24 0.14 0.12 0.997 0.0 0.0 0.0 -1
